Timestamp,StrategyName,MarketName,AssetId,Side,ExecutionPrice,Shares,DollarValue
2026-02-25T18:29:03.7459343+00:00,Sniper_Loose,"Will Bitcoin dip to $40,000 by December 31, 2026?",4255890554350661695724949176183233033027635903850796430457642328613772591960,BUY,0.395,126.58227848101265822784810127,50.000000000000000000000000002
2026-02-25T18:31:14.4977389+00:00,Sniper_Loose,"Will the Oklahoma City Thunder win the NBA Western Conference Finals?",99090575764168515106846034355559221659446459726226331415265571662541577404217,BUY,0.525,95.05726341169379144062688367,49.905063291139240506329113927
2026-02-25T18:31:17.5082650+00:00,Sniper_Loose,"Will the San Antonio Spurs win the NBA Western Conference Finals?",6842047670820419171425914468337077680927367717837404858652329372722501774629,BUY,0.208,17.026682692307692307692307692,3.5415499999999999999999999999
2026-02-25T18:32:05.5863202+00:00,Sniper_Loose,"Spread: Atalanta BC (-1.5)",9430070555490025913786777753877531610035563520112834228896427200879259221480,BUY,0.625,79.7176869343441368757824454,49.823554333965085547364028375
2026-02-25T18:32:06.0202449+00:00,Sniper_Loose,"Will Atalanta BC vs. BV Borussia 09 Dortmund end in a draw?",61359962832399645018980802613373782918369279786453039041679177172008811811049,BUY,0.205,242.74592553477908321996003381,49.762914734629712060091806931
2026-02-25T18:32:06.4087693+00:00,Sniper_Loose,"Will Atalanta BC win on 2026-02-25?",10490324447551090006342446784125939874691092704049832789336609714161004818641,BUY,0.125,396.64684232382902198141469524,49.580855290478627747676836905
2026-02-25T18:32:08.3545895+00:00,Sniper_Loose,"Atalanta BC vs. BV Borussia 09 Dortmund: O/U 1.5",63600054738826157360285674682738905283833430716415926057899679616916193840662,BUY,0.065,60.723076923076923076923076923,3.9470000000000000000000000000
2026-02-25T18:32:13.5409810+00:00,Sniper_Loose,"Will BV Borussia 09 Dortmund win on 2026-02-25?",60794614939532125884486767940654324662193730966171170118894315782773273684041,BUY,0.075,80,6.000
2026-02-25T18:32:17.8464128+00:00,Sniper_Loose,"Zalgiris Kaunas vs. Olympiacos B.C.",70578773215108685501685666267310040787713949268006060969014948023002016017395,BUY,0.425,116.33141380048497487054289264,49.440850865206114319980729372
2026-02-25T18:32:31.5464542+00:00,Sniper_Loose,"Ethereum Up or Down - February 25, 1PM ET",92937280229418993884375531377186305034906649959561076223562133560348288922135,BUY,0.445,68.606741573033707865168539326,30.530000000000000000000000000
2026-02-25T18:32:31.8337822+00:00,Sniper_Loose,"Solana Up or Down - February 25, 1PM ET",31969525353291852755865852734933650816727477057432691794486906679578478467325,BUY,0.505,24.257425742574257425742574257,12.250000000000000000000000000
2026-02-25T18:32:32.6751490+00:00,Sniper_Loose,"Atalanta BC vs. BV Borussia 09 Dortmund: O/U 2.5",91225917019205073509041727969064142214563986398786293356159291666177492814680,BUY,0.835,12.432574850299401197604790419,10.381200000000000000000000000
2026-02-25T18:32:32.8070062+00:00,Sniper_Loose,"LoL: G2 NORD vs Eintracht Frankfurt (BO3) - Prime League 1st Division Playoffs",25620762388666361343292367593857025957321203427257257551888013115616456813755,BUY,0.085,303.88235294117647058823529412,25.830000000000000000000000000
