Timestamp,StrategyName,MarketName,AssetId,Side,ExecutionPrice,Shares,DollarValue
2026-02-26T15:59:47.3074022+00:00,Sniper_Ultra_Strict,"Bitcoin Up or Down - February 26, 10:45AM-11:00AM ET",50262030381024134367746487587178174628987720813075672380558405711518770343732,BUY,0.635,48.818897637795275590551181102,31.000000000000000000000000000
2026-02-26T15:59:47.3076218+00:00,Sniper_Ultra_Strict,"Bitcoin Up or Down - February 26, 10:45AM-11:00AM ET",50262030381024134367746487587178174628987720813075672380558405711518770343732,SELL,0.875,30.00,26.25000
2026-02-26T15:59:47.3076932+00:00,Sniper_Ultra_Strict,"Bitcoin Up or Down - February 26, 10:45AM-11:00AM ET",50262030381024134367746487587178174628987720813075672380558405711518770343732,SELL,0.875,18.818897637795275590551181102,16.466535433070866141732283464
2026-02-26T15:59:49.1835540+00:00,Sniper_Ultra_Strict,"Bitcoin Up or Down - February 26, 10:45AM-11:00AM ET",50262030381024134367746487587178174628987720813075672380558405711518770343732,BUY,0.515,29.126213592233009708737864078,15.000000000000000000000000000
2026-02-26T15:59:49.1866663+00:00,Sniper_Ultra_Strict,"Bitcoin Up or Down - February 26, 10:45AM-11:00AM ET",50262030381024134367746487587178174628987720813075672380558405711518770343732,SELL,0.875,29.126213592233009708737864078,25.485436893203883495145631068
2026-02-26T15:59:34.1848849+00:00,Sniper_v1_T0.02_W20,"Bitcoin Up or Down - February 26, 10:45AM-11:00AM ET",50262030381024134367746487587178174628987720813075672380558405711518770343732,BUY,0.905,9.834254143646408839779005525,8.900000000000000000000000000
2026-02-26T15:59:39.9750455+00:00,Sniper_v1_T0.02_W20,"Dota 2: MOUZ vs Team Liquid - Game 2 Winner",39740185577088702344756034928906243108828018500287284552248538162612078253886,BUY,0.465,107.54274342066179528307491237,50.007375690607734806629834252
2026-02-26T15:59:40.4103942+00:00,Sniper_v1_T0.02_W20,"Ethereum Up or Down on February 26?",93900852788438588465232584314002823130521146177014285837706015117128860246542,BUY,0.235,9.361702127659574468085106383,2.2000000000000000000000000000
2026-02-26T15:59:47.4222423+00:00,Sniper_v1_T0.02_W20,"Dota 2: MOUZ vs Team Liquid (BO3) - DreamLeague Stage 2",60843142950318678457531000398130185713261052770476810808280687278545559823139,BUY,0.625,4.88,3.05000
2026-02-26T15:59:59.1134695+00:00,Sniper_v1_T0.02_W20,"Bitcoin Up or Down - February 26, 10:45AM-11:00AM ET",50262030381024134367746487587178174628987720813075672380558405711518770343732,SELL,0.965,5.00,4.82500
2026-02-26T15:59:59.1163392+00:00,Sniper_v1_T0.02_W20,"Bitcoin Up or Down - February 26, 10:45AM-11:00AM ET",50262030381024134367746487587178174628987720813075672380558405711518770343732,SELL,0.965,4.834254143646408839779005525,4.6650552486187845303867403316
2026-02-26T15:59:59.2586036+00:00,Sniper_v1_T0.02_W20,"Bitcoin Up or Down - February 26, 10:45AM-11:00AM ET",50262030381024134367746487587178174628987720813075672380558405711518770343732,BUY,0.975,9.846153846153846153846153846,9.600000000000000000000000000
2026-02-26T16:00:02.4706339+00:00,Sniper_v1_T0.02_W20,"Counter-Strike: fnatic vs Inner Circle Esports (BO3) - PGL Bucharest: European Closed Qualifier Playoffs",1347981944356388103840695348128123163326488496514761353539032565405109123393,BUY,0.605,6.7581818181818181818181818182,4.0887000000000000000000000000
2026-02-26T16:00:09.3433542+00:00,Sniper_v1_T0.02_W20,"Will the price of Ethereum be above $2,000 on February 27?",24026066279207742859337986448872304920013046955415043843652028206231716305718,BUY,0.685,39.124087591240875912408759124,26.800000000000000000000000000
2026-02-26T16:00:15.9593649+00:00,Sniper_v1_T0.02_W20,"Will the price of Bitcoin be between $66,000 and $68,000 on February 26?",61193971025195920301807074162079925332219832068852440795364011580866326742264,BUY,0.895,13.765363128491620111731843575,12.320000000000000000000000000
2026-02-26T16:00:27.9314232+00:00,Sniper_v1_T0.02_W20,"Will Elon Musk post 340-359 tweets from February 20 to February 27, 2026?",48825579392899667470383818429630547828358514510726283995073023734099565235083,BUY,0.175,9.142857142857142857142857143,1.6000000000000000000000000000
2026-02-26T16:00:32.7321619+00:00,Sniper_v1_T0.02_W20,"Will the price of Bitcoin be above $68,000 on February 26?",21816925753056767303804512727803049465809701829570375243809970205363064496911,BUY,0.115,20.869565217391304347826086957,2.4000000000000000000000000001
2026-02-26T16:00:33.2470170+00:00,Sniper_v1_T0.02_W20,"LoL: Eintracht Spandau vs E WIE EINFACH E-SPORTS (BO3) - Prime League 1st Division Playoffs",86208187120566541313977096570049190665498775877482896114802803902237710203846,BUY,0.805,61.794595094433690991869245696,49.744649051019121248454742785
2026-02-26T16:00:36.8706662+00:00,Sniper_v1_T0.02_W20,"Will the price of Bitcoin be between $68,000 and $70,000 on February 26?",73112097375558927348140429057415226473083084971258819255096486938678412391649,BUY,0.095,11.789473684210526315789473684,1.1200000000000000000000000000
2026-02-26T16:00:39.0179564+00:00,Sniper_v1_T0.02_W20,"Counter-Strike: fnatic vs Inner Circle Esports (BO3) - PGL Bucharest: European Closed Qualifier Playoffs",1347981944356388103840695348128123163326488496514761353539032565405109123393,SELL,0.645,6.7581818181818181818181818182,4.3590272727272727272727272727
2026-02-26T16:00:52.5203090+00:00,Sniper_v1_T0.02_W20,"Dota 2: MOUZ vs Team Liquid (BO3) - DreamLeague Stage 2",60843142950318678457531000398130185713261052770476810808280687278545559823139,SELL,0.665,4.88,3.24520
2026-02-26T16:00:58.3541388+00:00,Sniper_v1_T0.02_W20,"Counter-Strike: fnatic vs Inner Circle Esports (BO3) - PGL Bucharest: European Closed Qualifier Playoffs",1347981944356388103840695348128123163326488496514761353539032565405109123393,BUY,0.715,16.32027972027972027972027972,11.669000000000000000000000000
2026-02-26T15:59:34.1857613+00:00,Sniper_v2_T0.02_W30,"Bitcoin Up or Down - February 26, 10:45AM-11:00AM ET",50262030381024134367746487587178174628987720813075672380558405711518770343732,BUY,0.905,9.834254143646408839779005525,8.900000000000000000000000000
2026-02-26T15:59:39.9752752+00:00,Sniper_v2_T0.02_W30,"Dota 2: MOUZ vs Team Liquid - Game 2 Winner",39740185577088702344756034928906243108828018500287284552248538162612078253886,BUY,0.465,107.54274342066179528307491237,50.007375690607734806629834252
2026-02-26T15:59:40.4108023+00:00,Sniper_v2_T0.02_W30,"Ethereum Up or Down on February 26?",93900852788438588465232584314002823130521146177014285837706015117128860246542,BUY,0.235,9.361702127659574468085106383,2.2000000000000000000000000000
2026-02-26T15:59:47.4222592+00:00,Sniper_v2_T0.02_W30,"Dota 2: MOUZ vs Team Liquid (BO3) - DreamLeague Stage 2",60843142950318678457531000398130185713261052770476810808280687278545559823139,BUY,0.625,4.88,3.05000
2026-02-26T15:59:59.1140018+00:00,Sniper_v2_T0.02_W30,"Bitcoin Up or Down - February 26, 10:45AM-11:00AM ET",50262030381024134367746487587178174628987720813075672380558405711518770343732,SELL,0.965,5.00,4.82500
2026-02-26T15:59:59.1169793+00:00,Sniper_v2_T0.02_W30,"Bitcoin Up or Down - February 26, 10:45AM-11:00AM ET",50262030381024134367746487587178174628987720813075672380558405711518770343732,SELL,0.965,4.834254143646408839779005525,4.6650552486187845303867403316
2026-02-26T15:59:59.2588500+00:00,Sniper_v2_T0.02_W30,"Bitcoin Up or Down - February 26, 10:45AM-11:00AM ET",50262030381024134367746487587178174628987720813075672380558405711518770343732,BUY,0.975,9.846153846153846153846153846,9.600000000000000000000000000
2026-02-26T16:00:02.4707924+00:00,Sniper_v2_T0.02_W30,"Counter-Strike: fnatic vs Inner Circle Esports (BO3) - PGL Bucharest: European Closed Qualifier Playoffs",1347981944356388103840695348128123163326488496514761353539032565405109123393,BUY,0.605,6.7581818181818181818181818182,4.0887000000000000000000000000
2026-02-26T16:00:09.3438223+00:00,Sniper_v2_T0.02_W30,"Will the price of Ethereum be above $2,000 on February 27?",24026066279207742859337986448872304920013046955415043843652028206231716305718,BUY,0.685,39.124087591240875912408759124,26.800000000000000000000000000
2026-02-26T16:00:12.2440618+00:00,Sniper_v2_T0.02_W30,"Will the price of Bitcoin be between $68,000 and $70,000 on February 26?",73112097375558927348140429057415226473083084971258819255096486938678412391649,BUY,0.112,12.125,1.358000
2026-02-26T16:00:13.4339792+00:00,Sniper_v2_T0.02_W30,"Will the price of Bitcoin be above $68,000 on February 26?",21816925753056767303804512727803049465809701829570375243809970205363064496911,BUY,0.125,21.12,2.64000
2026-02-26T16:00:15.9599456+00:00,Sniper_v2_T0.02_W30,"Will the price of Bitcoin be between $66,000 and $68,000 on February 26?",61193971025195920301807074162079925332219832068852440795364011580866326742264,BUY,0.895,13.765363128491620111731843575,12.320000000000000000000000000
2026-02-26T16:00:27.9318021+00:00,Sniper_v2_T0.02_W30,"Will Elon Musk post 340-359 tweets from February 20 to February 27, 2026?",48825579392899667470383818429630547828358514510726283995073023734099565235083,BUY,0.175,9.142857142857142857142857143,1.6000000000000000000000000000
