Timestamp,StrategyName,MarketName,AssetId,Side,ExecutionPrice,Shares,DollarValue
2026-02-25T18:12:49.3495298+00:00,Sniper_Loose,"DeepSeek V4 released by March 15?",18331875790552988478059784722938703116624618146031504902542136751224298396491,BUY,0.365,4.7945205479452054794520547945,1.7500000000000000000000000000
2026-02-25T18:13:06.8487760+00:00,Sniper_Loose,"Will Mallory McMorrow win the 2026 Michigan Democratic Primary?",5305471862219565371067835325573032839634510465603099489495163186843068331171,BUY,0.485,48.453608247422680412371134021,23.500000000000000000000000000
2026-02-25T18:10:54.1862381+00:00,Imbalance_5x,"Will Pete Buttigieg win the 2028 Democratic presidential nomination?",91031279171981959197361710127213577102576826515163085396576756946418341946256,BUY,0.051,155.76705882352941176470588235,7.944120000000000000000000000
2026-02-25T18:10:54.9704041+00:00,Imbalance_5x,"Will Uzbekistan win the 2026 FIFA World Cup?",90538013438399246674125939147272424357773921253199632436930218305581040235987,BUY,0.017,2934.3043944636678200692041524,49.883174705882352941176470591
2026-02-25T18:11:10.9389654+00:00,Imbalance_5x,"Will the Minnesota Timberwolves win the 2026 NBA Finals?",5771676627182954113677164857547228277089396639521594262964034606220001939923,BUY,0.042,548.35071428571428571428571429,23.030730000000000000000000000
2026-02-25T18:11:12.5548887+00:00,Imbalance_5x,"Will Benicio Del Toro win Best Supporting Actor at the 98th Academy Awards?",81498082395020979729835659110658786648105896152484850898743462024117016161425,BUY,0.084,20.5275,1.7243100
2026-02-25T18:11:13.8917490+00:00,Imbalance_5x,"Will Benicio Del Toro win Best Supporting Actor at the 98th Academy Awards?",105159270423598199664249261738928535905668234939484323704322364820483620754428,BUY,0.953,29.527806925498426023084994753,28.140000000000000000000000000
2026-02-25T18:11:14.4036615+00:00,Imbalance_5x,"Russia x Ukraine ceasefire by March 31, 2026?",24394670903706558879845790079760859552309100903651562795058188175118941818512,BUY,0.040,1181.071981728154813558038486,47.242879269126192542321539440
2026-02-25T18:11:18.0491679+00:00,Imbalance_5x,"Will Jacob Elordi win Best Supporting Actor at the 98th Academy Awards?",55723215967704727452199840811929823276351711374899127881856674926400394790108,BUY,0.962,4.922037422037422037422037422,4.7350000000000000000000000000
2026-02-25T18:11:33.2407599+00:00,Imbalance_5x,"Will Ron DeSantis win the 2028 US Presidential Election?",104480514270625615787868282411330496385404675495672110015326625654626015018993,BUY,0.030,1545.078579325451612187498135,46.352357379763548365624944050
2026-02-25T18:11:33.7226649+00:00,Imbalance_5x,"Will Jamie Dimon win the 2028 US Presidential Election?",23692929455124171734375794579007643086071570310019729232490607671061438183936,BUY,0.031,1457.8564014603051502091716274,45.193548445269459656484320449
2026-02-25T18:11:47.8405503+00:00,Imbalance_5x,"Will Russia capture Lyman by March 31, 2026?",34254338241290516754163779889987574790033932358499741518448025208727830568442,BUY,0.225,196.00069397410769241701085213,44.100156144174230793827441729
2026-02-25T18:11:53.2327965+00:00,Imbalance_5x,"Will the Boston Celtics win the 2026 NBA Finals?",68988781087071608596579516085819336301201525599500826069950065091990393143710,BUY,0.952,46.169281117325262630792734863,43.953155623693650024514683590
2026-02-25T18:12:00.0219413+00:00,Imbalance_5x,"Will Matt Sahr win the 2026 Michigan Democratic Primary?",43986832901480115975770598885448914644973339441868156495326187103850202425816,BUY,0.020,55.775,1.115500
2026-02-25T18:12:00.1858845+00:00,Imbalance_5x,"Will Sarah Anthony win the 2026 Michigan Democratic Primary?",44162996630579613944619329601086604585114580039271806622718850166081603488312,BUY,0.019,74.404210526315789473684210526,1.4136800000000000000000000000
2026-02-25T18:12:03.4217801+00:00,Imbalance_5x,"Will Senegal win the 2026 FIFA World Cup?",32169302633723235235251659810064817019484855501133685217130365128535248672349,BUY,0.023,1905.2562719548225754537532991,43.820894254960919235436325879
2026-02-25T18:12:03.4249207+00:00,Imbalance_5x,"Will Jesus Christ return before GTA VI?",92388629082681805622801622703528982922543286352927708208755887536971583436902,BUY,0.535,79.23729355326131271746917926,42.391952050994802303846010904
